group_id,institution_code,project_type,group_name,group_evidence_url,verification_status
GZKY-460301,GZKY,high_level_group,机电一体化技术专业群,https://www.gzky.edu.cn/jdxy/info/1034/3368.htm,verified
KMYZ-430501,KMYZ,high_level_school,有色金属智能冶金技术专业群,https://www.kmyz.edu.cn/info/1751/72531.htm,verified
KMYZ-420302,KMYZ,high_level_school,测绘工程技术专业群,https://www.kmyz.edu.cn/info/1751/72531.htm,verified
YNNE-420501,YNNE,high_level_group,煤矿智能开采技术专业群,https://www.ynny.edu.cn/info/1461/16398.htm,verified
YNJTC-500201,YNJTC,high_level_group,道路与桥梁工程技术专业群,https://www.ynjtc.com/xxgk/xxjj.htm,verified
YNMEC-460306,YNMEC,high_level_group,电气自动化技术专业群,https://www.ynmec.edu.cn/jdkx/content_27086,verified
NNVTU-510203,NNVTU,high_level_school,软件技术专业群,https://ai.nnvtu.edu.cn/zyjs1/rjjs.htm,verified
NNVTU-440106,NNVTU,high_level_school,建筑室内设计专业群,https://jzxy.nnvtu.edu.cn/zyjs.htm,verified
GXJZY-460702,GXJZY,high_level_group,新能源汽车技术专业群,https://www.gxjzy.com/zjjy/xxjj.htm,verified
LZPU-260201,LZPU,high_level_group,装备智能化技术职业本科专业群,https://www.lzpu.edu.cn/xxgk1/xxgkzn/content_102322,verified
GXSDXY-430105,GXSDXY,high_level_group,电力系统自动化技术专业群,https://www.gxsdxy.cn/dlgcxy/info/1221/45912.htm,verified
GXZJY-410107,GXZJY,high_level_group,茶叶生产与加工技术专业群,https://zsw.gxzjy.edu.cn/index.php?act=view&article_id=4yPpGlaZob2A&module=article&param=20&sys=home,verified
XIHANG-500409,XIHANG,high_level_school,飞机机电设备维修专业群,https://www.xihang.com.cn/hkwxgcxy/2024/0304/c576a83432/page.htm,verified
XIHANG-460603,XIHANG,high_level_school,航空发动机制造技术专业群,https://www.xihang.com.cn/hkzzgcxy/2026/0819/c856a101116/page.htm,verified
SNPU-460104,SNPU,high_level_school,机械制造及自动化专业群,https://www.snpu.edu.cn/info/1901/255821.htm,verified
SNPU-460306,SNPU,high_level_school,电气自动化技术专业群,https://www.snpu.edu.cn/info/1901/255821.htm,verified
YLVTC-410105,YLVTC,high_level_school,园艺技术专业群,https://swgcfy.ylvtc.cn/info/1106/8899.htm,verified
YLVTC-450201,YLVTC,high_level_school,水利工程专业群,https://slgcfy.ylvtc.cn/info/1142/8987.htm,verified
SXRI-500102,SXRI,high_level_school,高速铁路施工与维护专业群,https://gtxy.sxri.net/3642/list.htm,verified
SXRI-500601,SXRI,high_level_school,城市轨道交通工程技术专业群,https://sg.sxri.net/2025/0731/c1832a106528/page.htm,verified
BPU-470102,BPU,high_level_school,药品生物技术专业群,https://www.bpu.edu.cn/info/1052/10854.htm,verified
BPU-460704,BPU,high_level_school,智能网联汽车技术专业群,https://www.bpu.edu.cn/info/1052/10854.htm,verified
BJCZY-530810,BJCZY,high_level_school,供应链运营专业群,https://news.bjczy.edu.cn/folder216/folder218/2025-12-21/h1qy29HuQ1xn50NA.html,verified
BJCZY-540101,BJCZY,high_level_school,旅游管理专业群,https://news.bjczy.edu.cn/folder216/folder218/2025-12-21/h1qy29HuQ1xn50NA.html,verified
BIEM-510209,BIEM,high_level_group,人工智能技术应用专业群,https://www.biem.edu.cn/info/1047/17127.htm,verified
BVCLSS-590302,BVCLSS,high_level_group,智慧健康养老服务与管理专业群,https://www.bvclss.cn/pc/index/newsdetail?sid=540&id=7415,verified
BJYPC-550103,BJYPC,high_level_group,数字媒体艺术设计专业群,https://www.bjypc.edu.cn/xxcmysxy/xwdt/xyxw/a3d2c2af58fe4e78a5bd1dcd60cadec8.htm,verified
TJLIVTC-460113,TJLIVTC,high_level_school,模具设计与制造专业群,https://zs.tjlivtc.edu.cn/show.jsp?classid=201107201010437349&informationid=202604080908572205,verified
TJLIVTC-430301,TJLIVTC,high_level_school,光伏工程技术专业群,https://zs.tjlivtc.edu.cn/show.jsp?classid=201107201010437349&informationid=202604080908572205,verified
TBVTC-470204,TBVTC,high_level_group,石油化工技术专业群,https://www.tbvtc.edu.cn/info/1036/4302.htm,verified
TTTC-460702,TTTC,high_level_group,新能源汽车技术专业群,https://info.tttc.edu.cn/fj/zlnb2025.pdf,verified
HBCIT-230401,HBCIT,high_level_school,钢铁智能冶金技术专业群,https://www.hbcit.edu.cn/info/1023/1010.htm,verified
HBCIT-260102,HBCIT,high_level_school,智能制造工程技术专业群,https://www.hbcit.edu.cn/info/1007/15143.htm,verified
HEVUTE-260201,HEVUTE,high_level_group,装备智能化技术专业群,https://www.hevute.edu.cn/sylm/xxxwbf/9e67d6316801421a94ad4ab99bd4dfdd.htm,verified
SJZPC-500703,SJZPC,high_level_group,邮政通信管理专业群,https://www.sjzpc.edu.cn/info/1022/6971.htm,manual_review_required
HBCPC-490201,HBCPC,high_level_group,药品生产技术专业群,https://www.hebcpc.cn/info/1024/1863.htm,verified
HBSI-510209,HBSI,high_level_group,人工智能技术应用专业群,https://www.hbsi.edu.cn/xygk/xxjj.htm,verified
TSIVU-460305,TSIVU,high_level_group,工业机器人技术专业群,https://www.tsgzy.edu.cn/col/1385428627828/2025/12/31/1767171101452.html,verified
SIRT-420303,SIRT,high_level_group,测绘地理信息技术专业群,https://www.sirt.edu.cn/a/2025/10/23/F365C47EFD5C4940ACB9F4525E89120B.html,verified
SJZIEI-510207,SJZIEI,high_level_group,信息安全技术应用专业群,https://www.sjziei.edu.cn/info/1026/9446.htm,verified
HEJTVC-530802,HEJTVC,high_level_group,现代物流管理专业群,https://www.hejtxy.edu.cn/entry/v2/sub/9b946e38938d0f02b8d750ac5f57ded4/typeId/dab054ea74469111f109ed626f94262a438e,verified
SJZPT-510103,SJZPT,high_level_group,应用电子技术专业群,https://www.sjzpt.edu.cn/columns/a2fba609-1ff1-4d08-82a7-dbd3d8aad330/202601/29/88c523f6-437a-41c2-aeda-b0128a780933.html,verified
HEBPU-270201,HEBPU,high_level_group,应用化工技术专业群,https://www.hebpu.edu.cn/info/1079/8669.htm,verified
JSAHVC-410303,JSAHVC,high_level_school,畜牧兽医专业群,https://www.jssjw.gov.cn/art/2025/11/11/art_1951_111943.html,verified
JSAFC-410103,JSAFC,high_level_school,现代农业技术专业群,https://www.jsafc.edu.cn/info/1060/20221.htm,verified
JSAFC-410113,JSAFC,high_level_school,现代农业装备应用技术专业群,https://www.jsafc.edu.cn/info/1060/20221.htm,verified
WXUT-460103,WXUT,high_level_school,数控技术专业群,https://www.wxut.edu.cn/info/1028/171681.htm,verified
WXUT-510102,WXUT,high_level_school,物联网应用技术专业群,https://www.wxut.edu.cn/info/1027/75991.htm,verified
JSSVC-460305,JSSVC,high_level_group,工业机器人技术专业群,https://www.jssvc.edu.cn/xww/xxyw/202602/t20260225_461488.shtml,verified
JSJZI-440304,JSJZI,high_level_group,智能建造技术专业群,https://www.jssjw.gov.cn/art/2025/11/11/art_1951_111932.html,verified
NJCIT-510301,NJCIT,high_level_group,现代通信技术专业群,https://news.njcit.cn/2025/1222/c1531a160877/page.htm,verified
XZCIT-460104,XZCIT,high_level_group,机械制造及自动化专业群,https://www.xzcit.cn/zyjs/list.htm,verified
JMI-460501,JMI,high_level_group,船舶工程技术专业群,https://www.jmi.edu.cn/e5/de/c2678a58846/page.htm,verified
NIIT-260102,NIIT,high_level_group,智能制造工程技术专业群,https://news.niit.edu.cn/1a/7f/c5805a72319/page.htm,verified
NIIT-310209,NIIT,high_level_group,人工智能工程技术专业群,https://news.niit.edu.cn/1a/7f/c5805a72319/page.htm,verified
SZAI-440104,SZAI,high_level_group,园林工程技术专业群,https://www.szai.edu.cn/__local/9/A5/F4/3FC5F0D827D592CBC9B4E929616_D97A701A_D55953.pdf,verified
CCIT-510207,CCIT,high_level_school,信息安全技术应用专业群,https://www.ccit.js.cn/__local/0/EB/7E/174AC7CA67B1F44F7C377C6EAD3_FEFA7D6C_1201507.pdf,verified
CCIT-510211,CCIT,high_level_school,工业互联网技术专业群,https://www.ccit.js.cn/__local/0/EB/7E/174AC7CA67B1F44F7C377C6EAD3_FEFA7D6C_1201507.pdf,verified
NJRTS-500112,NJRTS,high_level_school,铁道交通运营管理专业群,https://www.njrts.edu.cn/zysz/tdysxy.htm,verified
NJRTS-500604,NJRTS,high_level_school,城市轨道交通通信信号技术专业群,https://www.njrts.edu.cn/info/1027/31376.htm,verified
JVIC-530802,JVIC,high_level_group,现代物流管理专业群,https://www.jvic.edu.cn/xdwl/5344/list.htm,verified
JSIT-510402,JSIT,high_level_group,微电子技术专业群,https://www.jsit.edu.cn/info/1008/28492.htm,verified
